Subject,Age,Ethnicity,Sex,Block,TargetFeature,Lag,T1Pos,T2Pos,T2isT1,T1SPE,T2SPE,T1RespPos,T2RespPos,T1Resp,T2Resp,T1Conf,T2Conf,Stim1,Stim2,Stim3,Stim4,Stim5,Stim6,Stim7,Stim8,Stim9,Stim10,Stim11,Stim12,Stim13,Stim14,Stim15,Stim16,Stim17,Stim18,Stim19,Stim20,Stim21,Stim22,Stim23,Stim24,Stim25,Stim26
30,19,White/Caucasian,female,5,Annulus,6,10,16,0,0,0,10,16,O,X,2,1,V,T,G,B,H,Z,R,K,C,O,N,F,U,M,W,X,Y,I,J,S,L,D,E,P,Q,A
30,19,White/Caucasian,female,5,Annulus,1,8,9,0,1,8,9,17,W,J,1,2,U,K,G,A,M,Y,D,T,W,B,Z,C,I,Q,X,F,J,E,S,O,P,N,L,H,R,V
30,19,White/Caucasian,female,5,Annulus,6,9,15,1,-1,-6,8,9,T,U,2,1,Q,I,H,M,E,Z,N,T,U,K,Y,X,D,J,G,S,B,P,V,F,A,R,C,W,L,O
30,19,White/Caucasian,female,5,Annulus,2,9,11,0,0,-3,9,8,M,O,2,1,B,K,P,H,Z,L,E,O,M,A,G,Q,V,T,U,X,J,F,C,R,D,I,Y,W,S,N
30,19,White/Caucasian,female,5,Annulus,6,6,12,0,0,1,6,13,K,J,2,1,I,B,W,Z,G,K,D,C,A,H,V,Y,J,U,M,N,E,P,S,R,X,T,O,L,Q,F
30,19,White/Caucasian,female,5,Annulus,2,6,8,1,1,-2,7,6,K,M,2,1,X,C,G,S,U,M,K,H,D,P,I,Z,E,V,O,Q,F,N,A,W,R,Y,L,B,T,J
30,19,White/Caucasian,female,5,Annulus,2,7,9,0,0,6,7,15,S,N,2,1,P,X,U,Q,B,M,S,I,F,Z,J,W,T,R,N,K,D,H,L,E,V,G,Y,A,O,C
30,19,White/Caucasian,female,5,Annulus,3,7,10,0,0,2,7,12,U,R,2,2,P,C,N,I,K,D,U,E,Q,O,Z,R,J,V,X,G,B,L,H,Y,A,M,T,W,S,F
30,19,White/Caucasian,female,5,Annulus,3,8,11,0,0,-1,8,10,N,W,1,2,B,H,P,V,K,Z,E,N,J,W,O,U,X,F,C,S,R,G,T,I,Y,A,L,Q,M,D
30,19,White/Caucasian,female,5,Annulus,3,8,11,0,0,2,8,13,H,E,2,2,F,X,D,A,M,C,J,H,Q,S,R,V,E,U,L,N,B,K,Y,P,T,Z,I,W,O,G
30,19,White/Caucasian,female,5,Annulus,6,8,14,0,0,-5,8,9,S,K,2,2,W,A,G,Y,Z,R,H,S,K,I,O,C,D,P,L,X,V,U,Q,T,M,F,J,E,B,N
30,19,White/Caucasian,female,5,Annulus,6,6,12,0,1,1,7,13,B,M,2,2,E,L,Y,V,A,F,B,O,C,I,K,J,M,Q,Z,U,R,X,S,P,H,D,T,G,N,W
30,19,White/Caucasian,female,5,Annulus,3,9,12,0,-2,-4,7,8,T,W,2,2,N,L,O,H,P,Q,T,W,J,V,F,E,D,C,S,A,Y,I,R,B,Z,M,X,K,U,G
30,19,White/Caucasian,female,5,Annulus,9,7,16,0,1,0,8,16,T,A,2,2,E,S,R,W,H,I,Q,T,O,M,V,N,L,J,F,A,Y,C,U,G,K,X,D,Z,B,P
30,19,White/Caucasian,female,5,Annulus,1,9,10,0,2,14,11,24,K,A,2,1,V,R,M,I,F,J,O,W,P,H,K,L,B,Y,E,Z,X,T,U,D,N,S,Q,A,C,G
30,19,White/Caucasian,female,5,Annulus,2,10,12,0,4,-3,14,9,J,N,2,1,F,S,B,M,T,E,H,D,N,Q,L,G,C,J,X,A,I,W,U,R,Z,V,Y,K,P,O
30,19,White/Caucasian,female,5,Annulus,2,6,8,0,1,0,7,8,D,G,2,1,Z,I,N,K,Y,O,D,G,L,X,E,B,C,S,A,J,W,V,R,M,U,P,Q,F,H,T
30,19,White/Caucasian,female,5,Annulus,3,7,10,0,0,1,7,11,I,S,1,2,D,J,R,H,A,P,I,X,M,Y,S,U,L,V,F,T,C,K,Q,Z,E,G,W,N,B,O
30,19,White/Caucasian,female,5,Annulus,3,6,9,0,0,0,6,9,M,R,3,3,N,S,W,O,G,M,K,F,R,B,Q,X,L,I,E,Y,T,J,C,Z,U,P,A,D,H,V
30,19,White/Caucasian,female,5,Annulus,6,10,16,0,0,1,10,17,D,E,2,2,J,R,F,C,Y,P,B,K,O,D,Q,S,V,G,U,T,E,W,M,H,Z,N,X,I,L,A
30,19,White/Caucasian,female,5,Annulus,2,10,12,1,2,-2,12,10,Y,R,2,2,P,A,B,I,U,M,G,O,D,R,Z,Y,F,L,V,Q,K,S,C,W,E,X,T,N,H,J
30,19,White/Caucasian,female,5,Annulus,9,8,17,0,0,0,8,17,V,C,2,3,T,L,E,B,M,Y,H,V,F,N,Z,R,U,D,K,J,C,A,I,X,S,Q,G,W,P,O
30,19,White/Caucasian,female,5,Annulus,6,7,13,0,0,1,7,14,A,P,3,3,L,H,E,Q,F,K,A,I,V,N,Y,D,C,P,T,J,G,Z,B,X,O,U,S,M,W,R
30,19,White/Caucasian,female,5,Annulus,1,10,11,0,0,0,10,11,Z,Q,2,1,O,P,T,F,M,U,R,X,E,Z,Q,I,B,V,K,W,C,H,D,N,Y,G,J,S,A,L
30,19,White/Caucasian,female,5,Annulus,1,7,8,0,0,2,7,10,S,E,2,1,M,R,I,C,N,P,S,U,B,E,O,T,Y,V,Z,W,F,A,Q,D,X,G,J,K,L,H
30,19,White/Caucasian,female,5,Annulus,1,7,8,0,0,0,7,8,J,B,2,1,Y,N,Q,K,P,F,J,B,W,V,G,A,R,C,U,I,X,D,Z,E,T,H,M,O,S,L
30,19,White/Caucasian,female,5,Annulus,3,6,9,0,0,1,6,10,M,T,2,2,Y,U,X,W,E,M,L,K,O,T,S,Z,A,B,C,J,D,P,V,R,I,N,G,Q,F,H
30,19,White/Caucasian,female,5,Annulus,1,6,7,1,11,-1,17,6,T,Y,2,1,U,G,V,B,J,Y,C,R,I,D,Q,E,X,S,P,M,T,O,H,K,W,Z,F,A,N,L
30,19,White/Caucasian,female,5,Annulus,1,8,9,0,1,1,9,10,H,U,2,2,Y,S,T,R,K,I,O,G,H,U,X,B,F,N,E,V,D,C,P,L,M,Q,W,Z,J,A
30,19,White/Caucasian,female,5,Annulus,9,10,19,0,0,-1,10,18,P,D,3,3,T,U,A,Y,W,E,N,H,F,P,V,G,M,Z,X,Q,C,D,O,R,S,B,L,I,K,J
30,19,White/Caucasian,female,5,Annulus,2,9,11,0,1,0,10,11,F,T,2,2,M,A,L,N,W,G,Y,B,Z,F,T,U,J,V,X,R,Q,E,H,S,K,P,I,C,O,D
30,19,White/Caucasian,female,5,Annulus,6,7,13,0,1,0,8,13,X,F,1,1,W,D,S,K,I,Q,Y,X,Z,G,V,L,F,H,T,U,M,C,O,B,A,J,R,E,N,P
30,19,White/Caucasian,female,5,Annulus,9,9,18,0,-4,1,5,19,H,Q,1,2,D,G,A,B,H,C,E,M,J,K,S,L,V,X,T,F,R,U,Q,Z,I,W,N,O,Y,P
30,19,White/Caucasian,female,5,Annulus,9,7,16,0,0,1,7,17,O,Q,1,3,Z,M,L,Y,U,J,O,C,N,I,B,X,A,G,E,K,Q,F,W,V,R,T,S,H,P,D
30,19,White/Caucasian,female,5,Annulus,1,6,7,0,2,4,8,11,A,D,1,1,L,S,Z,H,W,M,G,A,Q,C,D,N,T,U,F,J,K,Y,R,P,B,V,X,I,O,E
30,19,White/Caucasian,female,5,Annulus,6,8,14,0,0,-7,8,7,G,O,2,1,D,R,Z,Y,T,S,O,G,V,W,J,M,N,B,I,H,Q,E,L,P,X,F,C,U,A,K
30,19,White/Caucasian,female,5,Annulus,9,6,15,0,1,-1,7,14,R,M,2,2,J,V,A,I,G,N,R,W,Z,P,U,L,K,M,H,F,C,Q,X,D,Y,B,O,S,T,E
30,19,White/Caucasian,female,5,Annulus,2,8,10,0,-2,-1,6,9,S,B,2,2,A,P,X,M,G,S,C,Z,B,T,W,D,L,N,K,I,F,U,V,E,H,R,J,O,Y,Q
30,19,White/Caucasian,female,5,Annulus,2,8,10,0,1,-3,9,7,J,L,2,1,X,Z,D,H,R,G,L,Q,J,I,C,O,W,A,T,B,Y,K,E,S,V,P,F,U,M,N
30,19,White/Caucasian,female,5,Annulus,1,9,10,0,-1,0,8,10,R,I,2,1,V,H,Z,X,F,J,U,R,P,I,W,Q,Y,S,C,A,O,N,B,D,E,T,M,K,G,L
30,19,White/Caucasian,female,5,Annulus,9,6,15,0,0,1,6,16,Q,S,1,2,P,X,Y,D,E,Q,U,F,I,J,H,C,A,L,V,S,T,B,Z,M,O,R,N,G,W,K
30,19,White/Caucasian,female,5,Annulus,9,10,19,0,1,1,11,20,V,T,2,3,A,H,E,O,P,Q,I,N,L,Y,V,C,W,X,F,M,D,S,Z,T,G,U,B,R,J,K
30,19,White/Caucasian,female,5,Annulus,9,8,17,0,10,-8,18,9,A,Q,2,2,U,G,H,T,W,S,F,C,Q,D,X,Y,Z,V,L,R,E,A,O,B,J,N,M,P,I,K
30,19,White/Caucasian,female,5,Annulus,6,9,15,,0,,9,,W,,2,3,O,S,U,D,M,X,K,Q,W,T,P,R,F,A,Z,E,N,H,Y,L,V,G,B,C,J,I
30,19,White/Caucasian,female,5,Annulus,1,10,11,0,0,2,10,13,X,Y,2,1,Z,N,W,I,V,A,T,U,O,X,D,E,Y,F,K,C,M,R,P,J,G,L,S,H,B,Q
30,19,White/Caucasian,female,5,Annulus,9,9,18,0,0,0,9,18,Y,B,2,2,J,G,H,S,A,F,T,N,Y,Q,R,E,K,M,I,C,D,B,W,Z,V,U,X,O,L,P
31,20,White/Caucasian,female,1,Annulus,9,10,19,,,,,,,,,,X,H,P,Y,K,V,R,M,O,N,B,C,Z,D,S,L,U,J,E,G,F,W,I,Q,T,A
31,20,White/Caucasian,female,1,Annulus,9,8,17,,,,,,,,,,T,Q,G,R,H,X,N,Y,F,I,D,W,E,P,L,C,B,J,V,U,O,M,S,K,Z,A
31,20,White/Caucasian,female,1,Annulus,1,7,8,,,,,,,,,,T,Q,G,X,C,W,K,J,I,E,S,F,D,A,U,P,H,B,Y,V,M,Z,R,N,O,L
31,20,White/Caucasian,female,1,Annulus,3,9,12,,,,,,,,,,S,Q,E,B,H,X,Z,N,I,Y,K,L,U,F,G,C,M,P,J,W,T,R,V,A,D,O
31,20,White/Caucasian,female,1,Annulus,6,9,15,,,,,,,,,,Y,F,B,E,P,L,U,H,G,J,O,C,Q,N,W,V,T,X,D,R,S,A,K,M,I,Z
31,20,White/Caucasian,female,1,Annulus,1,9,10,,,,,,,,,,W,G,Q,P,S,L,A,X,V,N,U,T,Y,J,Z,B,M,K,C,I,R,E,O,H,F,D
31,20,White/Caucasian,female,1,Annulus,3,6,9,,,,,,,,,,G,R,L,Z,B,S,P,U,I,O,A,C,N,T,V,W,J,H,Q,M,E,X,K,D,Y,F
31,20,White/Caucasian,female,1,Annulus,2,6,8,,,,,,,,,,P,M,B,A,E,Y,C,U,X,I,D,S,N,K,Q,T,F,J,V,G,R,O,W,H,Z,L
31,20,White/Caucasian,female,1,Annulus,1,8,9,,,,,,,,,,K,O,J,A,U,V,Z,I,X,Y,F,P,H,R,S,D,E,Q,L,B,G,C,N,M,T,W
31,20,White/Caucasian,female,1,Annulus,6,7,13,,,,,,,,,,K,C,O,J,R,Y,F,H,D,U,M,V,B,W,A,L,S,N,I,Z,G,P,E,Q,T,X
31,20,White/Caucasian,female,2,Annulus,9,6,15,0,0,1,6,16,E,W,3,3,C,O,V,K,X,E,I,R,U,T,A,G,N,H,M,W,Z,F,B,L,Y,S,Q,J,D,P
31,20,White/Caucasian,female,2,Annulus,2,10,12,0,1,13,11,25,X,F,1,1,S,Z,K,Y,M,E,I,O,V,G,X,L,C,U,W,H,N,A,P,D,Q,B,T,R,F,J
31,20,White/Caucasian,female,2,Annulus,1,10,11,1,1,-1,11,10,T,R,3,3,P,O,U,K,V,Y,Z,C,Q,R,T,A,J,I,H,M,F,N,G,S,L,W,B,D,X,E
31,20,White/Caucasian,female,2,Annulus,6,10,16,0,0,1,10,17,C,B,3,3,D,M,L,J,R,V,I,U,E,C,O,P,Y,K,Z,S,B,N,W,H,F,A,X,Q,T,G
31,20,White/Caucasian,female,2,Annulus,9,10,19,0,3,1,13,20,S,E,3,3,J,G,W,D,R,U,V,Z,I,Y,F,N,S,Q,L,H,C,T,P,E,O,K,X,A,B,M
31,20,White/Caucasian,female,2,Annulus,2,6,8,0,1,-6,7,2,O,T,2,2,X,T,D,R,L,H,O,M,Y,E,A,J,I,S,N,W,K,Z,V,Q,G,B,F,C,P,U
31,20,White/Caucasian,female,2,Annulus,9,6,15,0,9,-7,15,8,C,T,2,3,F,B,H,S,G,V,J,T,Z,W,D,N,U,P,C,O,M,E,Q,R,A,X,K,L,I,Y
31,20,White/Caucasian,female,2,Annulus,9,8,17,0,1,1,9,18,W,E,3,3,O,F,V,Z,B,X,T,H,W,Y,J,D,K,P,U,S,Q,E,I,M,C,A,R,G,L,N
31,20,White/Caucasian,female,2,Annulus,3,8,11,0,-1,-9,7,2,T,D,2,2,G,D,H,M,Y,A,T,F,U,O,Z,I,K,P,L,N,X,V,C,Q,B,E,S,J,W,R
31,20,White/Caucasian,female,2,Annulus,1,7,8,0,1,-4,8,4,W,T,2,3,Y,X,V,T,L,R,G,W,F,C,E,Q,B,H,U,S,A,D,O,I,J,Z,K,M,P,N
31,20,White/Caucasian,female,2,Annulus,1,9,10,0,1,-5,10,5,D,E,2,2,B,K,O,F,E,U,T,A,N,D,H,R,Y,P,W,V,S,G,X,Z,C,Q,J,M,L,I
31,20,White/Caucasian,female,2,Annulus,1,6,7,0,9,-4,15,3,C,E,1,2,T,O,E,M,X,Q,Z,F,I,J,W,L,P,K,C,S,D,R,A,Y,B,V,U,N,H,G
31,20,White/Caucasian,female,2,Annulus,9,8,17,0,2,0,10,17,N,G,3,3,T,C,Q,A,H,V,M,W,R,N,Y,P,Z,S,X,I,G,O,F,L,U,K,D,B,E,J
31,20,White/Caucasian,female,2,Annulus,1,8,9,0,13,-8,21,1,Y,W,2,2,W,K,I,H,A,P,D,L,N,V,Z,X,J,U,Q,M,S,C,F,B,Y,G,T,R,O,E
31,20,White/Caucasian,female,2,Annulus,3,7,10,0,1,13,8,23,L,D,3,3,Y,O,T,H,F,K,I,L,V,G,B,W,N,Z,C,E,P,S,A,X,R,Q,D,U,J,M
31,20,White/Caucasian,female,2,Annulus,1,10,11,0,1,14,11,25,R,T,2,1,F,U,E,Y,V,G,L,A,X,Q,R,W,C,N,O,H,B,D,Z,P,I,J,K,M,T,S
31,20,White/Caucasian,female,2,Annulus,3,7,10,0,9,12,16,22,S,I,1,1,F,J,L,N,O,P,Y,E,M,Z,K,X,B,W,Q,S,R,V,T,D,H,I,C,A,U,G
31,20,White/Caucasian,female,2,Annulus,2,9,11,0,1,-6,10,5,U,F,3,3,N,X,T,Y,F,R,B,Z,H,U,G,S,I,C,E,V,K,Q,P,O,M,J,A,D,L,W
31,20,White/Caucasian,female,2,Annulus,3,8,11,0,-2,-6,6,5,U,D,1,2,X,F,T,Z,D,U,N,M,L,J,H,K,A,V,Q,C,R,Y,G,B,W,O,I,P,E,S
31,20,White/Caucasian,female,2,Annulus,9,7,16,0,-1,1,6,17,W,T,1,1,H,V,B,X,I,W,Y,E,Q,S,Z,K,M,L,R,C,T,U,P,D,N,F,G,O,A,J
31,20,White/Caucasian,female,2,Annulus,3,9,12,0,0,7,9,19,N,D,1,2,K,Q,F,H,T,L,W,V,N,E,J,B,S,Z,M,R,Y,A,D,G,U,X,C,O,I,P
31,20,White/Caucasian,female,2,Annulus,2,10,12,0,-8,-8,2,4,D,R,2,2,H,D,Q,R,Z,Y,A,S,K,F,B,W,P,L,C,I,M,V,E,G,T,U,N,O,X,J
31,20,White/Caucasian,female,2,Annulus,2,8,10,0,13,-1,21,9,D,T,1,1,N,Q,L,X,G,Z,Y,U,T,P,B,I,O,R,C,V,E,A,M,K,D,H,F,S,W,J
31,20,White/Caucasian,female,2,Annulus,2,8,10,0,9,1,17,11,F,U,1,2,I,V,J,X,C,D,Z,R,S,K,U,B,P,T,E,N,F,H,G,Y,M,W,A,Q,O,L
31,20,White/Caucasian,female,2,Annulus,9,9,18,0,1,1,10,19,I,O,3,3,F,M,R,G,P,U,A,S,J,I,E,Q,L,T,Y,D,Z,C,O,W,V,N,B,H,X,K
31,20,White/Caucasian,female,2,Annulus,2,9,11,0,1,-10,10,1,V,X,3,3,X,K,O,D,I,B,U,R,Y,V,E,G,C,M,T,Q,S,F,J,Z,H,P,W,N,L,A
31,20,White/Caucasian,female,2,Annulus,6,8,14,0,1,0,9,14,K,O,3,3,T,W,L,D,R,G,P,J,K,M,Y,X,B,O,I,V,Z,E,N,Q,S,F,A,C,U,H
31,20,White/Caucasian,female,2,Annulus,6,6,12,0,0,2,6,14,O,W,3,3,G,J,R,I,B,O,Y,D,E,C,P,N,Q,W,T,L,Z,U,S,F,M,X,V,K,H,A
31,20,White/Caucasian,female,2,Annulus,2,7,9,0,1,16,8,25,H,D,3,1,B,R,V,Z,Q,P,A,H,I,M,O,F,W,E,J,U,K,S,X,Y,N,C,G,T,D,L
31,20,White/Caucasian,female,2,Annulus,1,6,7,0,1,0,7,7,D,D,3,1,G,F,J,U,I,M,D,V,K,E,N,T,Z,S,A,P,Q,R,H,B,X,C,Y,O,W,L
31,20,White/Caucasian,female,2,Annulus,6,8,14,0,2,1,10,15,S,U,3,3,W,Z,I,V,J,L,X,Y,Q,S,F,H,G,A,U,O,T,D,C,K,M,B,P,N,R,E
31,20,White/Caucasian,female,2,Annulus,9,10,19,0,6,-2,16,17,E,D,3,2,U,L,F,M,Y,Z,H,Q,R,N,W,T,O,B,C,E,D,G,V,J,S,K,X,I,A,P
31,20,White/Caucasian,female,2,Annulus,1,7,8,0,2,-4,9,4,A,D,3,3,Z,K,G,D,L,W,R,N,A,V,X,O,I,Y,U,C,Q,P,J,T,H,E,B,M,F,S
31,20,White/Caucasian,female,2,Annulus,2,6,8,,,,,,,D,1,2,V,H,A,F,G,P,C,T,M,U,B,X,Z,S,N,O,Q,J,E,I,Y,W,R,K,L,D
31,20,White/Caucasian,female,2,Annulus,3,10,13,0,6,11,16,24,U,D,2,2,E,M,P,S,I,A,K,B,T,V,X,Y,N,F,C,U,J,W,O,R,Q,G,L,D,Z,H
31,20,White/Caucasian,female,2,Annulus,3,6,9,0,3,10,9,19,F,D,2,2,W,J,Y,V,L,X,O,G,F,I,C,H,Q,Z,B,P,A,T,D,E,R,S,M,U,K,N
31,20,White/Caucasian,female,2,Annulus,3,10,13,0,-2,-9,8,4,D,F,3,3,G,S,R,F,X,M,O,D,B,U,P,A,N,I,C,V,L,E,Q,H,Z,W,T,J,K,Y
31,20,White/Caucasian,female,2,Annulus,3,6,9,,-2,,4,,D,,2,,S,C,B,D,G,I,L,H,O,N,X,Q,F,E,A,R,T,M,Z,V,U,J,K,P,W,Y
31,20,White/Caucasian,female,2,Annulus,2,7,9,0,1,13,8,22,C,D,3,3,M,U,Z,R,P,Q,F,C,E,G,I,S,V,B,H,X,N,L,A,K,Y,D,J,T,W,O
31,20,White/Caucasian,female,2,Annulus,3,9,12,0,4,-9,13,3,A,D,1,2,Z,X,D,N,W,G,M,U,E,P,F,T,A,V,H,C,J,R,L,S,I,Q,K,O,B,Y
31,20,White/Caucasian,female,2,Annulus,6,9,15,0,-5,-11,4,4,D,D,2,3,G,U,I,D,A,L,H,R,Z,O,V,J,Y,K,T,Q,S,P,F,X,E,C,M,B,W,N
31,20,White/Caucasian,female,2,Annulus,9,7,16,0,0,1,7,17,K,M,3,3,Z,I,S,V,D,Q,K,O,N,L,U,F,P,B,G,R,M,A,C,J,W,T,H,Y,X,E
31,20,White/Caucasian,female,2,Annulus,6,9,15,,6,,15,,E,R,3,1,I,N,V,S,A,Y,U,M,J,W,D,Z,T,Q,E,L,O,P,F,C,K,G,H,X,B,R
31,20,White/Caucasian,female,2,Annulus,1,9,10,0,1,11,10,21,Q,D,3,1,U,S,A,C,L,T,F,P,Y,Q,G,Z,O,M,B,J,X,N,K,I,D,E,H,W,V,R
31,20,White/Caucasian,female,2,Annulus,6,6,12,0,1,2,7,14,M,E,3,3,F,W,Z,S,H,D,M,K,Y,J,X,A,P,E,V,C,U,G,B,I,N,L,R,T,O,Q
31,20,White/Caucasian,female,2,Annulus,1,8,9,0,6,-2,14,7,Z,D,2,1,H,S,I,T,L,R,D,J,A,O,B,W,V,Z,F,M,G,Q,X,C,U,K,P,N,E,Y
31,20,White/Caucasian,female,2,Annulus,6,7,13,0,7,-12,14,1,Z,K,1,1,K,P,F,D,G,Q,O,J,V,L,S,X,M,Z,Y,R,H,T,C,N,W,A,E,U,I,B
31,20,White/Caucasian,female,2,Annulus,6,7,13,0,1,7,8,20,B,L,3,1,S,J,U,G,A,Z,C,B,K,R,X,O,T,V,I,P,W,N,M,L,D,H,E,Y,F,Q
31,20,White/Caucasian,female,2,Annulus,9,9,18,0,1,1,10,19,E,W,3,3,Z,Q,P,V,F,Y,J,C,R,E,L,T,N,U,X,H,S,A,W,I,D,B,M,O,K,G
31,20,White/Caucasian,female,2,Annulus,6,10,16,0,1,-3,11,13,V,Y,3,1,D,I,Z,S,K,T,R,P,Q,F,V,A,Y,B,G,E,U,O,M,L,W,C,X,H,J,N
31,20,White/Caucasian,female,3,Annulus,2,8,10,0,1,10,9,20,V,D,3,3,Q,Y,L,R,O,S,K,E,V,I,F,G,B,U,M,A,T,J,P,D,N,C,X,H,Z,W
31,20,White/Caucasian,female,3,Annulus,6,7,13,0,,6,,19,,D,3,3,P,V,U,H,G,B,J,Q,T,I,X,K,F,M,L,Z,O,A,D,N,W,E,R,C,S,Y
31,20,White/Caucasian,female,3,Annulus,6,8,14,0,5,-2,13,12,J,F,1,3,N,C,Z,V,T,M,H,W,L,X,Q,F,J,K,Y,S,E,O,U,R,G,A,D,I,P,B
31,20,White/Caucasian,female,3,Annulus,2,8,10,0,-3,1,5,11,D,G,2,1,J,E,R,Q,D,I,H,Z,V,P,G,K,S,F,O,L,W,T,A,B,X,Y,C,N,U,M
31,20,White/Caucasian,female,3,Annulus,9,7,16,,6,,13,,D,,3,2,Z,O,E,J,F,G,V,W,C,R,H,Y,D,I,S,N,A,X,M,U,Q,L,P,B,T,K
31,20,White/Caucasian,female,3,Annulus,9,10,19,0,2,1,12,20,F,D,3,3,G,X,O,P,Z,R,T,V,Y,I,J,F,B,U,H,K,E,S,N,D,M,Q,L,A,C,W
31,20,White/Caucasian,female,3,Annulus,3,8,11,0,14,-7,22,4,J,D,3,3,O,W,Y,D,M,B,F,A,G,Z,S,L,C,Q,H,V,P,K,X,U,R,J,E,T,N,I
31,20,White/Caucasian,female,3,Annulus,2,10,12,1,0,-2,10,10,E,E,3,3,X,V,Q,W,M,I,A,J,H,E,O,G,Z,L,S,U,F,K,R,B,T,Y,D,N,P,C
31,20,White/Caucasian,female,3,Annulus,1,6,7,0,1,15,7,22,H,Y,3,1,Z,M,K,Q,E,N,H,F,J,C,O,X,D,B,I,U,V,T,R,G,S,Y,W,L,A,P
31,20,White/Caucasian,female,3,Annulus,9,8,17,0,16,-2,24,15,D,G,,1,Y,R,S,O,K,N,J,A,F,C,V,I,T,W,G,U,H,Z,Q,E,L,X,M,D,B,P
31,20,White/Caucasian,female,3,Annulus,3,9,12,0,0,1,9,13,T,E,3,3,X,B,H,Z,C,K,R,N,T,G,U,S,E,Q,I,W,A,D,L,V,M,J,F,Y,O,P
31,20,White/Caucasian,female,3,Annulus,3,6,9,0,1,1,7,10,T,M,3,3,O,Y,E,R,C,N,T,F,Z,M,I,W,Q,A,L,B,S,X,H,P,U,V,J,K,D,G
31,20,White/Caucasian,female,3,Annulus,6,10,16,0,8,-12,18,4,U,N,3,3,X,K,C,N,V,A,T,P,I,J,E,B,F,R,Q,H,M,U,D,Z,O,W,G,L,S,Y
31,20,White/Caucasian,female,3,Annulus,6,6,12,0,1,0,7,12,C,D,3,3,A,T,V,Y,U,E,C,I,Q,J,S,D,K,M,W,G,B,F,N,L,O,P,H,X,R,Z
31,20,White/Caucasian,female,3,Annulus,3,7,10,0,8,1,15,11,Q,F,3,3,H,C,D,T,U,X,J,W,V,K,F,Z,I,N,Q,Y,G,R,B,S,P,E,L,M,A,O
31,20,White/Caucasian,female,3,Annulus,2,7,9,0,1,11,8,20,E,H,3,3,K,Z,G,J,B,A,F,E,D,N,S,L,P,T,I,Y,Q,R,U,H,C,M,V,O,W,X
31,20,White/Caucasian,female,3,Annulus,3,10,13,0,1,-7,11,6,P,Q,3,3,Y,U,B,D,X,Q,M,N,F,Z,P,H,O,K,J,W,E,G,R,C,V,T,L,I,A,S
31,20,White/Caucasian,female,3,Annulus,3,6,9,0,0,15,6,24,E,Q,3,3,V,U,S,R,Z,E,K,T,O,X,C,L,Y,G,W,P,B,J,A,M,H,F,I,Q,D,N
31,20,White/Caucasian,female,3,Annulus,3,7,10,0,0,9,7,19,B,Q,3,3,I,F,K,X,V,C,B,P,Y,W,R,T,A,D,H,L,O,Z,Q,S,E,G,M,J,U,N
31,20,White/Caucasian,female,3,Annulus,2,9,11,0,1,1,10,12,N,J,3,3,K,T,U,H,I,S,W,E,Y,N,C,J,P,F,G,A,Q,L,X,O,B,V,Z,D,M,R
31,20,White/Caucasian,female,3,Annulus,9,9,18,0,0,4,9,22,T,D,3,3,Z,Y,S,W,H,U,L,F,T,N,E,I,O,M,K,G,P,Q,J,C,B,D,V,R,X,A
31,20,White/Caucasian,female,3,Annulus,9,10,19,0,0,1,10,20,B,Q,3,3,X,N,A,Z,P,R,W,L,Y,B,I,O,F,M,S,D,T,U,J,Q,C,H,E,V,G,K
31,20,White/Caucasian,female,3,Annulus,1,8,9,0,1,10,9,19,H,P,3,1,Q,K,X,J,O,V,G,E,H,Y,Z,R,B,U,W,A,C,D,P,I,T,N,M,S,L,F
31,20,White/Caucasian,female,3,Annulus,1,7,8,0,2,-2,9,6,W,M,3,3,U,S,Z,X,I,M,T,K,W,G,D,V,O,E,J,Q,F,L,N,B,P,Y,A,R,H,C
31,20,White/Caucasian,female,3,Annulus,1,8,9,0,1,-4,9,5,E,N,1,1,G,K,S,O,N,Q,A,H,E,T,C,Z,Y,I,M,B,D,U,F,V,W,L,R,X,P,J
31,20,White/Caucasian,female,3,Annulus,3,9,12,0,1,4,10,16,R,E,2,1,T,G,K,F,B,A,V,Z,P,R,Q,Y,N,I,C,E,H,L,D,S,W,U,X,O,M,J
31,20,White/Caucasian,female,3,Annulus,9,8,17,0,1,7,9,24,Q,F,3,3,D,N,J,S,W,R,Z,X,Q,U,M,B,C,T,Y,L,G,K,V,H,P,E,O,F,I,A
31,20,White/Caucasian,female,3,Annulus,6,9,15,0,3,4,12,19,R,H,2,2,J,W,X,S,E,K,T,I,Y,M,P,R,N,A,C,D,Q,U,H,O,F,V,B,Z,G,L
31,20,White/Caucasian,female,3,Annulus,6,6,12,0,1,-11,7,1,W,G,3,3,G,B,Y,M,I,A,W,C,P,H,J,U,S,F,E,D,T,V,Z,X,N,O,Q,R,L,K
31,20,White/Caucasian,female,3,Annulus,6,7,13,0,1,11,8,24,U,P,3,3,B,F,T,L,W,S,I,U,N,K,G,O,Z,J,M,A,Y,E,V,X,Q,D,H,P,R,C
31,20,White/Caucasian,female,3,Annulus,1,6,7,0,0,-6,6,1,Q,T,3,3,T,G,C,H,J,Q,O,F,V,D,S,W,B,E,A,X,I,R,K,P,U,Y,M,N,Z,L
31,20,White/Caucasian,female,3,Annulus,9,9,18,0,1,-3,10,15,N,P,3,3,M,T,H,Q,L,E,U,S,F,N,A,I,O,Y,P,V,W,K,C,X,B,R,G,D,J,Z
